"","C1","C2","C3","C4","C5","C6","K1","K2","K3","K4","K5","K6","R1","R2","R3","R4","R5","R6","SC1","SC2","SC3","SC4","SC5","SC6","SK1","SK2","SK3","SK4","SK5","SK6","SR1","SR3","SR4","SR5","SR6"
"ASV_388",17,35,10,22,31,10,11,30,11,12,3,12,8,13,12,29,13,11,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"ASV_390",0,0,23,0,60,0,30,72,37,30,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_391",11,12,14,0,5,15,19,8,4,15,6,20,0,11,6,6,9,8,0,0,6,0,3,19,0,7,13,0,3,0,0,0,6,0,0
"ASV_392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,0,0,34,0,0,20,51,37,18,16,24,51,13,0,30
"ASV_393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,15,13,15,42,46,2,4,28,14,10,19,56,14,6,38
"ASV_395",0,1,0,0,0,0,5,3,0,0,1,0,0,0,0,0,0,1,14,15,28,36,7,11,32,12,13,9,20,10,17,26,7,0,18
"ASV_396",4,15,0,5,0,0,9,4,11,0,9,206,4,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
"ASV_397",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,36,37,13,33,15,8,9,0,18,18,21,12,0,16,23,17
"ASV_398",7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,17,0,46,59,0,0,0,0,0,7,18,16,0,0
"ASV_399",24,41,14,34,7,16,16,16,28,19,11,31,11,6,7,9,13,13,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_401",11,42,22,15,6,0,20,16,8,0,12,36,1,20,11,17,2,0,15,0,1,47,0,8,14,3,0,0,2,5,0,1,5,0,0
"ASV_403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,11,0,0,0,237,0,19,0,0,15
"ASV_404",0,0,0,0,0,0,0,23,0,0,9,0,0,0,0,10,0,0,20,0,0,2,11,12,3,0,181,0,0,0,0,0,0,0,13
"ASV_406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,3,0,0,0
"ASV_407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,29,16,0,18,9,10,0,0,9,0,0,15,0,0,6
"ASV_408",0,0,0,0,4,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,17,28,11,10,29,35,19,13,12,14,25,27,15,11
"ASV_411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,2,0,0,3,0,0,5,0,0,0
"ASV_412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,92,6,8,67,6,0,17,0,19,6,40,12,6,0,0,0
"ASV_413",0,0,0,8,0,0,0,0,3,9,0,0,0,0,3,0,0,0,15,10,23,12,11,9,23,11,4,28,16,22,19,18,12,19,20
"ASV_415",0,0,25,60,0,53,0,21,28,38,47,28,0,0,0,24,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_416",7,0,0,0,0,0,0,14,17,15,0,13,0,12,0,5,0,0,18,27,17,15,0,16,28,10,0,0,22,6,10,18,0,0,26
"ASV_417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,37,16,22,11,8,0,25,34,0,20,41,11,15,15,17,0
"ASV_419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,39,22,29,23,16,15,19,0,9,5,8,31,16,0,14
"ASV_420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,14,15,12,5,3,0,0,15,7,0,6,0,0,0
"ASV_421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0
"ASV_422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,22,9,0,14,51,20,15,48,21,15,11,20,14
"ASV_423",3,0,0,0,3,5,4,0,3,0,8,0,0,0,0,0,0,0,0,25,36,5,39,0,0,0,76,139,35,0,0,0,0,3,0
"ASV_424",2,0,0,2,8,18,4,32,0,7,3,0,43,132,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"ASV_425",0,0,0,0,41,0,0,80,0,24,42,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,0,45,9,0,0,15,22,43,25,49,0,28,4,0,0
"ASV_427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"ASV_428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,22,11,7,17,24,23,5,13,23,19,29,36,12,21,21
"ASV_431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,20,17,13,5,16,24,35,18,15,7,20,12,0,38
"ASV_433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,12,20,7,32,31,0,0,0,10,7,0,23,0,0,23
"ASV_434",15,22,19,26,25,0,12,19,19,9,21,26,19,0,0,22,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_435",2,6,8,0,55,74,1,2,3,8,1,114,1,0,9,5,0,0,0,0,18,0,0,0,0,0,0,12,0,0,0,0,0,0,3
"ASV_438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,9,0,0,0,16,49,0,11,26,14,15,0,63,26
"ASV_439",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,24,19,0,0,14,22,62,0,11,49,0,0,0,6,16
"ASV_440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,41,0,0,14,6,10,54,32,46,0,0,0,40,33,22
"ASV_441",0,4,0,0,3,0,5,2,3,0,0,0,0,0,0,0,9,0,0,8,0,66,0,29,43,2,0,0,91,4,0,0,61,0,0
"ASV_442",13,11,13,7,0,5,18,15,4,20,2,24,3,14,3,4,15,16,4,7,0,4,1,7,0,9,8,0,0,26,0,0,0,0,0
"ASV_443",12,25,10,5,30,22,0,12,11,0,30,20,3,23,5,18,18,0,0,0,0,19,0,4,0,0,0,0,0,0,0,0,0,0,0
"ASV_444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,19,0,22,0,19,108,0,10,29,21,15,8,5,0
"ASV_445",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,103,34,17,26,55,3,7,0,15,0,15,18,0,15,19
"ASV_446",12,0,0,22,10,0,0,5,12,0,0,0,14,5,0,0,10,7,38,0,9,32,0,28,53,0,20,0,10,0,0,0,26,0,0
"ASV_450",5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19,142,0,0,0,13,0,0,0,0,53,0,0,0,0,23,23
"ASV_451",0,13,13,2,0,10,17,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,19,0,0,0,3,0,0,0,0
"ASV_452",0,0,0,0,0,0,0,169,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,19,10,30,14,19,0,0,8,16,6,22,34,2,34,19
"ASV_454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,10,11,19,7,12,20,21,0,10,32,10,12,6,55,2
"ASV_455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,33,20,21,0,28,13,0,23,50,0,30,14,0,19
"ASV_456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,0,0,0,0,0,0,3,0,0,0
"ASV_458",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"ASV_462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"ASV_463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,24,9,13,29,39,0,0,18,0,0,25,36,0,22,24
"ASV_464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,14,29,21,11,12,14,17,15,15,28,8,19,14,4,7
"ASV_466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,25,13,38,8,0,10,0,0,16,22,18,27,24,27,20
"ASV_467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,32,25,14,12,15,7,19,6,17,14,19,14,15,21,14
"ASV_468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,17,25,0,0,0,45,0,0,39,12,0,10,33,17
"ASV_469",0,0,21,30,0,0,0,9,20,32,11,0,0,0,21,21,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_470",25,0,9,7,0,0,24,8,3,3,24,27,0,8,0,1,0,6,8,0,13,9,6,10,25,0,0,12,0,0,0,6,9,0,5
"ASV_471",0,18,18,8,19,30,0,0,9,0,19,0,0,0,0,3,0,0,11,17,0,19,7,13,49,11,0,0,0,3,12,7,15,0,0
"ASV_472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,10,8,10,10,12,8,22,33,6,31,18,14,20,19,0
"ASV_473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,15,11,18,0,0,24,31,16,12,10,6,15,13,26,0
"ASV_474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,21,17,11,0,0,13,11,45,39,8,14,14,0,9,37
"ASV_476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,17,39,0,9,0,10,51,0,11,53,0,15,0,18,0
"ASV_477",47,14,0,12,5,0,118,0,13,0,53,0,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_478",16,23,117,18,0,0,0,0,0,0,25,0,32,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_480",15,0,4,5,15,0,19,10,18,28,0,2,12,9,0,6,6,9,0,0,8,7,0,13,16,11,18,0,3,0,10,0,0,0,0
"ASV_483",7,3,5,0,2,0,33,17,15,0,3,0,4,7,0,0,0,0,32,0,0,0,6,9,83,0,0,0,0,0,9,14,0,0,23
"ASV_485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,10,11,0,0,0,0,11,0,0,0
"ASV_486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,16,28,0,13,36,21,0,0,0,17,0,31,35,0,0,24
"ASV_487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"ASV_488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,1,0,0,0,0,0,0,0,0,3,0,6,0
"ASV_489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,7,19,8,1,0,19,28,1,6,45,16,13,6,27,4
"ASV_490",25,13,12,9,6,0,29,6,10,0,15,25,8,8,0,23,14,7,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0
"ASV_492",29,23,0,9,25,23,15,35,16,8,12,52,0,0,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,15,33,29,22,11,2,0,4,15,14,27,14,31,6
"ASV_495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,34,0,0,20,0,12,17,0,54,7,31,0,25,0,27,15
"ASV_496",34,12,0,12,0,30,0,0,11,21,22,0,2,0,0,14,0,11,0,0,0,3,0,0,0,0,14,0,85,0,0,4,11,0,0
"ASV_497",5,24,4,0,0,0,17,0,0,9,0,0,0,0,3,0,0,0,22,6,0,24,0,25,13,0,0,0,19,0,33,27,0,0,16
"ASV_498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,4,6,15,0,0,0,9,19,10,33,13,21,8,50,30
"ASV_499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,0,25,14,22,14,45,23,0,28,26,21,0,6,0,0
"ASV_501",25,0,0,0,0,0,155,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
"ASV_502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_503",0,15,0,0,0,0,0,0,0,0,30,32,0,0,0,56,0,24,0,0,0,0,0,0,0,28,0,0,0,0,0,0,27,0,0
"ASV_504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,21,9,7,0,8,26,0,0,0,18,24,13,22,23,23
"ASV_505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,45,0,0,32,23,28,0,0,0,0,0,0,13,0,0,11
"ASV_506",0,0,0,0,19,0,16,0,12,0,0,0,0,48,0,0,0,0,0,0,38,51,0,20,41,0,0,0,0,0,0,0,0,0,0
"ASV_507",17,13,10,0,0,0,22,0,0,0,0,0,0,7,0,0,0,0,37,0,8,0,13,22,10,0,0,9,0,0,0,29,0,26,20
"ASV_508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,13,23,18,24,26,0,0,6,23,0,7,8,0,0,24
"ASV_509",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,19,11,0,15,36,0,11,32,20,41,9,0,0
"ASV_510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,44,10,9,16,23,0,0,17,15,21,0,35,0
"ASV_511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,43,0,0,0,0,0,0,173,0
"ASV_512",36,12,9,11,0,0,27,16,16,0,11,0,33,43,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,5,11,9,10,0,0,0,13,0,0,33,17,0,0
"ASV_514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,27,27,7,31,45,15,4,17,4,9,14,20,23,5,7
"ASV_516",5,0,0,0,15,0,29,0,2,0,8,0,0,2,0,0,0,0,8,10,10,0,0,8,12,0,0,0,0,0,11,21,0,0,59
"ASV_517",6,3,0,0,0,0,12,3,9,0,2,1,0,5,0,0,0,9,11,4,18,18,14,9,13,7,0,14,14,0,5,6,1,0,3
"ASV_518",0,0,0,11,0,0,10,0,5,6,0,0,0,7,0,3,0,0,7,8,7,0,32,8,27,0,0,18,0,19,29,0,8,9,35
"ASV_520",0,8,9,0,0,0,10,0,15,13,0,14,0,0,0,6,7,6,14,27,0,0,0,0,0,34,0,5,29,27,0,0,0,0,0
"ASV_522",2,0,2,4,0,0,11,7,5,4,3,0,0,4,18,8,0,0,0,0,0,4,0,8,0,0,0,0,0,2,4,0,16,0,0
"ASV_524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,59,0,18,0,15,0,0,0,0,0,29,27,0,0,0,32
"ASV_526",34,0,0,5,0,0,0,6,38,45,8,10,21,0,13,5,7,18,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"ASV_527",20,10,0,0,24,0,21,0,28,0,0,0,17,0,0,0,13,0,25,0,0,37,0,1,0,0,0,0,0,0,26,0,0,0,0
"ASV_529",0,0,5,0,1,9,0,0,0,16,0,0,0,0,0,2,0,13,5,12,16,25,4,14,23,19,0,0,24,0,0,11,9,0,11
"ASV_531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,4,32,6,0,22,12,14,2,15,12,17,0,27,11
"ASV_532",0,0,0,0,0,0,27,28,11,0,7,0,0,0,0,18,0,0,0,0,0,0,10,0,13,0,19,0,36,0,11,0,24,0,0
"ASV_534",0,0,5,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_536",0,0,8,0,4,0,1,2,8,9,8,6,0,0,6,0,0,0,0,8,12,11,0,21,31,9,4,0,13,0,11,19,28,0,12
"ASV_539",101,17,0,0,20,0,5,51,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"ASV_540",0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,11,0,0,0,0,0,59,0,0,0,0,0,0
"ASV_542",20,3,0,5,37,53,0,0,0,0,10,0,10,15,6,0,41,1,4,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_545",50,11,3,0,0,0,28,4,25,4,6,75,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0,0,39,5,18,13,47,3,0,0,0,20,0,24,0
"ASV_547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,15,12,21,0,13,12,26,0,7,21,10,30,0,20
"ASV_548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,13,14,5,16,34,16,17,12,36,12,4,13,9,0,6
"ASV_549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,30,0,9,0,50,0,4,40,8,0,0,21,12
"ASV_550",35,9,12,8,3,0,35,10,31,0,10,0,8,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_552",25,0,8,0,32,0,0,31,0,0,0,0,7,0,0,3,6,0,0,10,30,28,0,0,0,0,0,2,0,0,0,0,23,0,0
"ASV_553",0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,15,20,15,13,21,29,19,0,0,0,0,16,18,17,7,0
"ASV_554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,15,0,31,22,39,0,0,0,11,7,11,21,26,0,2
"ASV_556",12,7,6,6,2,13,5,2,5,4,11,4,2,5,9,3,0,3,6,3,0,5,0,0,0,4,9,9,1,4,4,6,0,1,6
"ASV_557",0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0
"ASV_558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_559",0,0,10,16,35,0,32,13,27,18,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_561",6,4,5,5,4,0,12,4,5,9,4,0,5,5,3,8,0,1,4,2,0,9,5,0,25,9,5,5,13,0,14,12,9,1,0
"ASV_562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,0,0,0,8,0,0,0,0,0,0,0,0,0
"ASV_563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,33,0,0,0,117,0
"ASV_564",0,25,0,15,0,0,0,49,5,0,0,0,11,0,50,0,0,0,0,0,0,0,0,0,8,0,0,0,28,0,0,9,0,0,0
"ASV_565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ASV_566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,7,9,14,11,7,9,16,14,13,27,7,23,4,12,9
"ASV_567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,10,17,7,10,18,9,0,12,10,0,16,15,7,0,32
"ASV_568",32,5,10,0,15,0,52,13,19,12,0,15,0,10,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_569",3,0,0,0,0,0,24,6,8,1,0,3,3,0,0,0,0,0,11,0,0,0,6,17,19,3,5,0,17,0,23,18,20,6,5
"ASV_571",0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,17,0,24,0,9,0,0,31,19,0,9,8,0,44,27
"ASV_572",5,7,13,9,0,6,8,0,4,5,2,7,4,3,11,2,7,8,6,8,0,10,0,0,11,8,3,14,3,7,4,0,0,6,6
"ASV_573",5,5,12,16,7,0,18,5,23,14,9,3,3,21,13,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_574",7,4,0,13,7,0,11,0,7,0,8,7,0,0,3,0,4,0,0,11,20,41,5,11,16,5,5,0,0,0,7,3,0,0,2
"ASV_577",107,0,10,0,0,0,24,0,26,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_578",0,11,36,55,0,0,1,9,0,0,0,22,0,40,14,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"ASV_580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,7,14,5,0,14,13,0,17,16,16,29,8,29,6
"ASV_584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,11,0,57,3,13,9,30,2,0,0,0,9,0,16,7
"ASV_586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,10,13,18,19,0,0,0,20,0,0,23,17,0,22
"ASV_587",7,4,9,0,8,0,0,0,0,0,0,0,4,0,13,37,0,0,9,0,0,25,0,10,0,0,0,0,2,0,0,7,0,0,15
"ASV_588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,10,12,0,19,0,0,6,32,0,5,22,13,7,0,0,24
"ASV_590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,6,5,9,0,60,0,0,0,0,0
"ASV_592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,28,0,0,19,0,0,0,43,15,0,20,0,24
"ASV_593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,0,0,20,26,6,0,26,15,22,31,0,0,25
"ASV_594",0,0,0,0,0,0,0,6,137,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"ASV_596",26,16,9,8,3,9,12,11,11,0,0,9,6,11,4,6,0,3,0,6,0,0,1,7,0,11,11,0,3,0,0,6,0,0,0
"ASV_597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,19,23,9,12,37,3,0,10,10,13,5,24,13,0,10
"ASV_601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,18,0,3,0,0,0,32,7,9,31,0,19,0,31,7
"ASV_603",6,0,5,0,0,0,0,0,0,0,0,0,2,0,5,0,0,1,5,24,20,14,0,13,14,11,0,16,8,8,2,13,8,3,7
"ASV_605",0,6,3,7,3,6,14,7,0,7,0,6,0,0,0,8,0,0,6,10,1,0,13,8,0,3,6,0,0,12,6,7,12,0,12
"ASV_609",0,1,0,0,0,0,11,0,0,0,90,1,0,60,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_610",25,12,8,21,0,0,32,0,0,9,10,0,13,18,0,0,17,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
"ASV_611",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,6,27,13,0,22,0,0,30,16,0,0,0,0,0,0,0,0,0
"ASV_618",20,0,0,14,11,0,13,0,8,15,5,2,0,0,16,0,8,6,0,0,15,1,0,0,7,10,0,0,0,7,2,12,0,0,0
"ASV_619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,22,0,0,0,0,0,0,27,16,0,56,0
"ASV_621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,31,0,0,13,32,0,13,0,9,16,0,27,7
"ASV_622",10,4,0,11,0,0,11,2,8,8,1,0,0,24,2,0,0,0,3,0,0,0,6,0,6,0,0,0,5,0,4,8,3,38,11
"ASV_623",0,0,4,0,81,0,0,0,0,0,0,20,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_624",91,33,8,0,0,0,19,0,0,0,4,0,14,18,0,4,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,40,20,0,22,20,0,19,0,0,14,0,0,0
"ASV_627",0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,26,0,0,0,6,24,0,0,65,9,0,8,0,0,0,45
"ASV_629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,42,0,14,18,6,15,4,15,0,0,9,8,9,4,0,6
"ASV_630",0,0,0,0,0,0,0,0,0,35,6,12,0,0,5,0,11,0,0,0,0,0,0,0,0,31,0,0,0,44,0,7,0,0,0
"ASV_633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,17,13,15,0,0,0,38,14,0,0,0,14,0,35,0
"ASV_634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,16,20,21,3,9,0,0,32,20,0,9,9,8,0,9
"ASV_636",59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,36,0,34,0,0,17,0,29,0,0,0,0
"ASV_639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,24,9,0,0,11,10,11,20,0,8,0,22,30
"ASV_640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,10,29,7,0,54,0,0,11,16,9,16,0,11,0
"ASV_641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,21,9,3,5,4,7,0,16,8,6,7,4,13,20,19
"ASV_642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,32,70,0,0,24,8,0,0,16,0,0,13
"ASV_643",104,0,0,0,0,0,33,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0
